RatingID,MovieID,UserID,RatingValue,Comment,RatingDate
887,206,145,7.7,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Unutulmaz sahneleriyle hafızalarda yer ediniyor.,2016-12-15
888,67,112,6.9,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Sanatsal ve estetik açıdan başarılı bir film.,2007-07-29
889,224,75,1.7,"Film, izleyiciyi derin bir maceraya sürüklüyor. Sinema tarihine adını yazdıracak bir yapım. Tarihi olayları özgün bir perspektiften yorumluyor.",2009-01-12
890,33,24,2.5,Psikolojik derinliği olan karakterlere odaklanıyor. Görsel efektleriyle izleyiciyi büyülüyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Sinema tarihine adını yazdıracak bir yapım.,2014-05-18
891,249,262,8.0,Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Toplumsal mesajlar içeren çarpıcı bir yapım.,2024-06-29
892,229,79,6.3,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Tarihi olayları özgün bir perspektiften yorumluyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım.,2011-03-24
893,83,264,2.8,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.",2024-08-30
894,222,217,1.2,"Tarihi olayları özgün bir perspektiften yorumluyor. Film, izleyiciyi derin bir maceraya sürüklüyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor.",2003-05-21
895,3,179,7.7,Görsel efektleriyle izleyiciyi büyülüyor. Psikolojik derinliği olan karakterlere odaklanıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Gerilim dolu sahneleri ile nefes kesen bir yapım.,2002-10-28
896,2,165,1.4,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor.,2025-05-05
897,121,282,9.4,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,1975-03-04
898,290,32,5.1,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.,1979-05-09
899,117,91,6.0,Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.,2023-12-05
900,105,110,4.7,Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.,2024-09-17
901,59,278,8.4,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.,2023-08-24
902,223,283,9.7,"Film, izleyiciyi derin bir maceraya sürüklüyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor.",2004-09-01
903,98,80,5.6,Görsel efektleriyle izleyiciyi büyülüyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Tarihi olayları özgün bir perspektiften yorumluyor.,2022-11-21
904,79,51,8.6,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,2024-06-30
905,33,271,3.9,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Toplumsal mesajlar içeren çarpıcı bir yapım.,2018-09-11
906,253,198,6.9,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2016-01-25
907,86,4,5.7,Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2025-02-22
908,66,240,5.0,Gerilim dolu sahneleri ile nefes kesen bir yapım. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Tarihi olayları özgün bir perspektiften yorumluyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor.,2019-03-20
909,215,297,6.8,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Çocukluk anıları ve aile bağlarını merkezine alıyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2024-12-24
910,9,78,4.5,Tarihi olayları özgün bir perspektiften yorumluyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Psikolojik derinliği olan karakterlere odaklanıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2019-06-20
911,88,182,8.5,Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Görsel efektleriyle izleyiciyi büyülüyor.,2010-10-13
912,158,260,4.1,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Çocukluk anıları ve aile bağlarını merkezine alıyor.,2009-04-16
913,223,5,5.0,"Sanatsal ve estetik açıdan başarılı bir film. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Film, izleyiciyi derin bir maceraya sürüklüyor.",2025-04-09
914,228,138,5.3,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Sinema tarihine adını yazdıracak bir yapım. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2022-02-22
915,225,294,5.4,Psikolojik derinliği olan karakterlere odaklanıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2019-10-12
916,235,158,3.3,Çocukluk anıları ve aile bağlarını merkezine alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Sinema tarihine adını yazdıracak bir yapım.,2024-08-01
917,208,142,9.6,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Sinema tarihine adını yazdıracak bir yapım.,1995-05-18
918,58,211,3.2,Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Görsel efektleriyle izleyiciyi büyülüyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.,2021-05-13
919,298,275,5.8,"Sinema tarihine adını yazdıracak bir yapım. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Psikolojik derinliği olan karakterlere odaklanıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2019-04-07
920,136,149,1.1,Çocukluk anıları ve aile bağlarını merkezine alıyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor.,2014-03-05
921,202,6,9.7,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.",2017-04-30
922,205,72,5.1,"Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Sinema tarihine adını yazdıracak bir yapım. Psikolojik derinliği olan karakterlere odaklanıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor.",2025-07-22
923,10,279,3.4,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2022-01-02
924,114,1,8.9,"Çocukluk anıları ve aile bağlarını merkezine alıyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.",2019-11-28
925,248,157,6.0,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Gerilim dolu sahneleri ile nefes kesen bir yapım. Psikolojik derinliği olan karakterlere odaklanıyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor.,2018-07-10
926,213,122,2.3,"Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Film, izleyiciyi derin bir maceraya sürüklüyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Görsel efektleriyle izleyiciyi büyülüyor. Çocukluk anıları ve aile bağlarını merkezine alıyor.",2023-01-30
927,177,200,7.1,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2018-01-30
928,183,105,9.2,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Sinema tarihine adını yazdıracak bir yapım. Gerilim dolu sahneleri ile nefes kesen bir yapım. Psikolojik derinliği olan karakterlere odaklanıyor.,1975-07-21
929,134,290,8.4,"Unutulmaz sahneleriyle hafızalarda yer ediniyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor.",1990-08-05
930,258,246,6.9,"Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",1994-11-16
931,58,105,4.4,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.",2020-08-04
932,139,152,9.5,"Sanatsal ve estetik açıdan başarılı bir film. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.",2014-08-05
933,248,141,9.6,"Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Sinema tarihine adını yazdıracak bir yapım. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.",2000-10-07
934,73,65,3.9,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Sanatsal ve estetik açıdan başarılı bir film.,2019-04-24
935,162,218,2.7,"Gerilim dolu sahneleri ile nefes kesen bir yapım. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Film, izleyiciyi derin bir maceraya sürüklüyor.",2003-12-30
936,170,121,9.4,"Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Film, izleyiciyi derin bir maceraya sürüklüyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Toplumsal mesajlar içeren çarpıcı bir yapım.",2012-10-31
937,158,246,3.7,Çocukluk anıları ve aile bağlarını merkezine alıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2019-06-11
938,115,224,2.5,Psikolojik derinliği olan karakterlere odaklanıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.,2005-08-20
939,4,251,1.7,Sinema tarihine adını yazdıracak bir yapım. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.,2025-04-24
940,179,112,2.5,"Film, izleyiciyi derin bir maceraya sürüklüyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.",1985-02-12
941,128,202,6.9,Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Tarihi olayları özgün bir perspektiften yorumluyor.,1988-06-17
942,242,122,2.3,Toplumsal mesajlar içeren çarpıcı bir yapım. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş.,2023-09-18
943,275,280,6.6,Tarihi olayları özgün bir perspektiften yorumluyor. Çocukluk anıları ve aile bağlarını merkezine alıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Psikolojik derinliği olan karakterlere odaklanıyor.,1996-02-08
944,167,88,6.3,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Çocukluk anıları ve aile bağlarını merkezine alıyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Sanatsal ve estetik açıdan başarılı bir film.,2006-02-12
945,161,52,2.0,Toplumsal mesajlar içeren çarpıcı bir yapım. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor.,2025-04-11
946,230,35,4.0,Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Renk paleti ve sinematografisiyle dikkat çekiyor.,1996-06-15
947,25,186,6.4,Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Sinema tarihine adını yazdıracak bir yapım. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Toplumsal mesajlar içeren çarpıcı bir yapım.,2016-12-02
948,118,188,4.2,Sinema tarihine adını yazdıracak bir yapım. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor.,2010-08-21
949,152,58,2.1,Tarihi olayları özgün bir perspektiften yorumluyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Görsel efektleriyle izleyiciyi büyülüyor.,2014-09-10
950,134,149,9.1,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.",2020-01-05
951,251,262,1.3,Gerilim dolu sahneleri ile nefes kesen bir yapım. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Görsel efektleriyle izleyiciyi büyülüyor.,2024-12-30
952,216,43,7.2,Renk paleti ve sinematografisiyle dikkat çekiyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2014-07-17
953,94,219,1.3,Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Psikolojik derinliği olan karakterlere odaklanıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor.,2024-12-31
954,90,246,2.8,Psikolojik derinliği olan karakterlere odaklanıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.,2024-08-28
955,33,161,2.1,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Çocukluk anıları ve aile bağlarını merkezine alıyor. Görsel efektleriyle izleyiciyi büyülüyor.,2012-01-27
956,168,116,8.3,Gerilim dolu sahneleri ile nefes kesen bir yapım. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor.,2025-09-15
957,290,55,4.8,Görsel efektleriyle izleyiciyi büyülüyor. Sinema tarihine adını yazdıracak bir yapım. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Toplumsal mesajlar içeren çarpıcı bir yapım.,2005-12-17
958,45,246,7.7,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor.,2023-12-06
959,159,115,8.3,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş.,2007-06-02
960,193,221,9.7,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2020-12-09
961,19,58,5.8,"Toplumsal mesajlar içeren çarpıcı bir yapım. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2019-07-17
962,273,120,9.4,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Tarihi olayları özgün bir perspektiften yorumluyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor.,2023-09-05
963,277,210,5.7,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Sinema tarihine adını yazdıracak bir yapım. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.,2023-11-19
964,142,264,3.7,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Psikolojik derinliği olan karakterlere odaklanıyor.,2022-05-10
965,190,252,6.7,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Sanatsal ve estetik açıdan başarılı bir film. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.,2018-05-15
966,57,27,2.3,Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Psikolojik derinliği olan karakterlere odaklanıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,1994-01-27
967,38,71,5.8,Renk paleti ve sinematografisiyle dikkat çekiyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,1999-11-06
968,42,237,9.3,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Gerilim dolu sahneleri ile nefes kesen bir yapım. Görsel efektleriyle izleyiciyi büyülüyor.,2019-02-28
969,218,255,5.7,Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.,1984-05-05
970,112,16,5.8,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Psikolojik derinliği olan karakterlere odaklanıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım.,2013-09-16
971,42,296,6.5,Psikolojik derinliği olan karakterlere odaklanıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2021-10-03
972,6,12,8.2,Gerilim dolu sahneleri ile nefes kesen bir yapım. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2020-07-19
973,25,190,2.3,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Görsel efektleriyle izleyiciyi büyülüyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor.,2017-01-29
974,46,161,5.8,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.,2018-04-09
975,238,7,2.8,"Film, izleyiciyi derin bir maceraya sürüklüyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Gerilim dolu sahneleri ile nefes kesen bir yapım. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.",1998-07-26
976,300,41,3.2,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Sinema tarihine adını yazdıracak bir yapım.,1974-12-08
977,69,162,2.1,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Tarihi olayları özgün bir perspektiften yorumluyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.",2016-11-03
978,274,52,5.5,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Sinema tarihine adını yazdıracak bir yapım.",2020-05-18
979,168,32,3.7,Görsel efektleriyle izleyiciyi büyülüyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Tarihi olayları özgün bir perspektiften yorumluyor.,2023-10-05
980,272,255,4.4,Sanatsal ve estetik açıdan başarılı bir film. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Görsel efektleriyle izleyiciyi büyülüyor. Tarihi olayları özgün bir perspektiften yorumluyor.,2005-03-23
981,179,261,6.1,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2011-12-21
982,31,4,5.9,Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Sinema tarihine adını yazdıracak bir yapım. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,2023-09-29
983,127,45,8.7,Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor.,2016-12-30
984,178,60,4.4,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Çocukluk anıları ve aile bağlarını merkezine alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2001-07-18
985,22,69,9.2,"Toplumsal mesajlar içeren çarpıcı bir yapım. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Film, izleyiciyi derin bir maceraya sürüklüyor. Psikolojik derinliği olan karakterlere odaklanıyor.",2015-08-01
986,216,194,1.0,Sinema tarihine adını yazdıracak bir yapım. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor.,2022-03-12
987,43,194,3.3,"Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Tarihi olayları özgün bir perspektiften yorumluyor.",2019-09-20
988,237,166,9.0,Psikolojik derinliği olan karakterlere odaklanıyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Sinema tarihine adını yazdıracak bir yapım. Unutulmaz sahneleriyle hafızalarda yer ediniyor.,2023-03-27
989,136,22,9.7,Görsel efektleriyle izleyiciyi büyülüyor. Çocukluk anıları ve aile bağlarını merkezine alıyor.,2016-09-29
990,287,280,2.2,"Film, izleyiciyi derin bir maceraya sürüklüyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Sanatsal ve estetik açıdan başarılı bir film.",1990-01-21
991,250,215,4.8,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Renk paleti ve sinematografisiyle dikkat çekiyor.,2012-09-04
992,133,139,2.0,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Görsel efektleriyle izleyiciyi büyülüyor.,2019-09-01
993,12,295,6.2,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Toplumsal mesajlar içeren çarpıcı bir yapım.,2017-03-27
994,206,134,7.8,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2023-08-04
995,89,259,7.9,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2023-01-26
996,139,164,2.0,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Psikolojik derinliği olan karakterlere odaklanıyor.,2016-09-23
997,233,70,2.1,"Görsel efektleriyle izleyiciyi büyülüyor. Film, izleyiciyi derin bir maceraya sürüklüyor. Renk paleti ve sinematografisiyle dikkat çekiyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor.",2024-01-17
998,284,287,8.1,"Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Görsel efektleriyle izleyiciyi büyülüyor.",2011-09-09
